Year,Case Vehicle ID,Vehicle Body Type,Registration Class,Action Prior to Accident,Type / Axles of Truck or Bus,Direction of Travel,Fuel Type,Vehicle Year,State of Registration,Number of Occupants,Engine Cylinders,Vehicle Make,Contributing Factor 1,Contributing Factor 1 Description,Contributing Factor 2,Contributing Factor 2 Description,Event Type,Partial VIN
2018,15239870,4 DOOR SEDAN,SPECIAL PASSENGER,Slowing or Stopping,Not Entered,West,Gas,2009,NY,1,8,DODGE,HUMAN,Not Applicable,HUMAN,Reaction to Other Uninvolved Vehicle,Not Entered,2B3LJ54T99H603793
2018,15239873,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,South,Gas,2016,NY,1,6,ACURA,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,5J8TB4H30GL003519
2018,15239879,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2011,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5NPEB4AC8BH159371
2018,15239881,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,North,Gas,2003,NY,0,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGCM56673A137656
2018,15239880,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2012,NY,3,6,MAZDA,HUMAN,Not Applicable,ENVMT,Pavement Slippery,"Other Motor Vehicle, Collision With",JM3TB3CVXC0353664
2018,15240069,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2005,NY,1,6,CHEVR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1GNDT13S052336178
2018,15240071,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2012,NY,1,4,DODGE,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,1C3CDWDA7CD536419
2018,15240082,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2015,NY,1,4,NISSA,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,5N1AT2MV0FC840571
2018,15240083,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2000,NY,1,6,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1GNCS18W8YK225568
2018,15240154,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,East,Gas,2016,NY,0,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGCR2F52GA034366
2018,15240153,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2010,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,"Other Motor Vehicle, Collision With",2T1BU4EE1AC353721
2018,15240152,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,East,Gas,2003,NY,1,4,TOYOT,HUMAN,Not Applicable,ENVMT,View Obstructed/Limited,"Other Motor Vehicle, Collision With",JTDBE32K330186065
2018,15240162,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,East,Gas,2003,NY,2,6,JEEP,HUMAN,Driver Inattention/Distraction*,HUMAN,Failure to Yield Right-of-Way,Not Entered,1J4GL38K13W635902
2018,15240161,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2010,NY,3,4,CHRYS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,1C3CC5FB9AN148313
2018,15240166,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2011,NY,1,6,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2FMDK3JC2BBA94837
2018,15240165,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,North,Gas,2015,NY,1,4,HONDA,HUMAN,Failure to Yield Right-of-Way,HUMAN,Turning Improperly,Not Entered,2HKRM4H39FH614851
2018,15240168,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southeast,Gas,2010,NY,1,4,CHEVR,HUMAN,Following Too Closely,ENVMT,Pavement Slippery,Not Applicable,2CNFLEEW3A6406449
2018,15240169,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,Southeast,Gas,2016,NY,1,4,ME/BE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,55SWF4KB3GU174136
2018,15240176,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,East,Gas,2015,NY,2,4,MAZDA,HUMAN,Not Applicable,HUMAN,Following Too Closely,"Other Motor Vehicle, Collision With",JM1GJ1V5XF1181603
2018,15240177,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,East,Gas,2001,NY,1,4,MITSU,HUMAN,Not Applicable,HUMAN,Following Too Closely,"Other Motor Vehicle, Collision With",4A3AA46G41E108121
2018,15240175,SUBURBAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,East,Gas,2012,NY,1,4,KIA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KNDJT2A51C7433680
2018,15240199,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2016,NY,1,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3N1AB7AP0GY264213
2018,15240212,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northwest,Gas,2016,NY,1,4,VOLKS,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1VWAT7A37GC030728
2018,15240213,SUBURBAN,PASSENGER OR SUBURBAN,Parked,Not Entered,West,Gas,2016,NY,0,4,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1C4NJDEBXGD793279
2018,15240216,DUMP,STATE,Going Straight Ahead,Not Entered,West,Diesel,2018,NY,1,6,INTER,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HTGRSNT4JH445446
2018,15240215,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2010,NY,1,4,CHEVR,HUMAN,Driver Inattention/Distraction*,HUMAN,Following Too Closely,Not Applicable,1G1ZB5EB3A4145108
2018,15240229,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,North,Gas,2008,NY,0,4,MAZDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1YVHP80C785M28907
2018,15240243,4 DOOR SEDAN,POLITICAL SUBDIVISION,Going Straight Ahead,Not Entered,North,Gas,2013,NY,1,4,CHEVR,HUMAN,Not Applicable,HUMAN,Driver Inattention/Distraction*,Not Applicable,1G1PA5SG0D7153373
2018,15240248,SUBURBAN,PASSENGER OR SUBURBAN,Parked,Not Entered,Southeast,Gas,2010,NY,0,6,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,4T3BK3BBXAU032079
2018,15240261,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2010,NY,1,6,ME/BE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,WDDGF8BB2AR113476
2018,15240260,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,South,Gas,2004,NY,1,6,VOLVO,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,YV1TS92D841337277
2018,15240265,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2008,NY,4,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JHLRE48588C013141
2018,15240264,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2014,NY,1,4,KIA,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,KNAFX4A6XE5217238
2018,15240286,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,East,Gas,2006,NY,0,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,1HGCM72636A003104
2018,15241505,SUBURBAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,East,Gas,2017,NY,1,4,JEEP,HUMAN,Not Applicable,HUMAN,Driver Inattention/Distraction*,Not Applicable,1C4NJRFB0HD126704
2018,15241506,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,East,Gas,2018,NY,2,4,VOLKS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3VV2B7AX7JM066536
2018,15241511,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2008,NY,2,8,DODGE,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1D7HU18258S636518
2018,15241512,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2002,NY,1,6,FORD,HUMAN,Unknown,VEHICLE,Steering Failure,Not Applicable,1FTYR11U42PB70548
2018,15241510,SUBURBAN,OMNIBUS - TAXI,Going Straight Ahead,Not Entered,North,Gas,2008,NY,1,6,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5TDZK22C88S110422
2018,15241509,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Southwest,Gas,2007,NY,4,4,MAZDA,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,JM1BK32G571648016
2018,15241513,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2006,NY,1,6,CHEVR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,2CNDL73F066120149
2018,15241516,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2014,NY,1,4,JEEP,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1C4NJRFB8ED549428
2018,15241518,CONVERTIBLE,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2005,NY,1,4,SAAB,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,YS3FD79Y256005309
2018,15241517,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2014,NY,1,4,MAZDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JM1GJ1T65E1131167
2018,15241514,SUBURBAN,SCHOOL CAR,Stopped in Traffic,Not Entered,West,Gas,2008,NY,2,6,DODGE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1D8HN44H08B190167
2018,15241515,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2005,NY,3,6,FORD,HUMAN,Driver Inattention/Distraction*,HUMAN,Following Too Closely,Not Applicable,1FAFP56265A243041
2018,15241520,PICKUP TRUCK,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2013,NY,2,8,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FTFW1EF7DFA33849
2018,15241519,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2003,NY,1,6,HONDA,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,2HKYF18453H616878
2018,15241527,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2010,NY,1,4,NISSA,HUMAN,Not Applicable,HUMAN,Traffic Control Device Disregarded,Not Applicable,3N1BC1CP5AL354327
2018,15241526,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2015,NY,1,4,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KL7CJRSB5FB100330
2018,15241528,SUBURBAN,PASSENGER OR SUBURBAN,Changing Lanes,Not Entered,Northeast,Gas,2008,NY,1,6,AUDI,HUMAN,Not Applicable,HUMAN,Unsafe Lane Changing,Not Applicable,WAUKH74F18N180948
2018,15241529,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Northeast,Gas,2002,NY,1,4,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3FAFP37342R225733
2018,15241533,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,1999,NY,1,4,HONDA,ENVMT,Animal's Action,ENVMT,Pavement Slippery,"Snow Embankment, Collision With Fixed Object",1HGEJ6223XL038711
2018,15241540,SUBURBAN,SPECIAL PASSENGER,Going Straight Ahead,Not Entered,South,Gas,2014,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,4T3BA3BB0EU054245
2018,15241539,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2017,NY,1,4,GMC,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Other*, Non-Collision",2GKFLTEK0H6333562
2018,15241548,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2015,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,19XFB2F57FE253352
2018,15241549,PICKUP TRUCK,COMMERCIAL,Making Right Turn,Not Entered,South,Diesel,2015,NY,2,8,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FT8W3DTXFEB66223
2018,15241552,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2011,NY,1,4,CHEVR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1G1ZA5E17BF271911
2018,15241555,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2014,NY,1,4,FORD,HUMAN,Driver Inattention/Distraction*,HUMAN,Driver Inexperience*,Not Applicable,1FMCU9GX8EUA68129
2018,15241557,PICKUP TRUCK,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2017,NY,1,6,RAM,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1C6RR7JG3HS611438
2018,15241556,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2017,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KMHD84LF5HU206349
2018,15241562,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2009,NY,1,5,VOLKS,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,3VWJZ71K59M142967
2018,15241563,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2017,NY,1,6,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KM8SNDHF8HU182458
2018,15241564,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2016,NY,3,4,HYUND,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,KMHDH4AE3GU643629
2018,15241567,PICKUP TRUCK,PASSENGER OR SUBURBAN,Parked,Not Entered,North,Gas,2016,NY,1,8,RAM,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,1C6RR7NT6GS296138
2018,15241568,VAN TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,North,Gas,2006,NY,1,8,WO/HO,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5B4KPD2U563419230
2018,15241571,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2015,NY,1,4,CHEVR,HUMAN,Alcohol Involvement,HUMAN,Unsafe Speed,Not Applicable,1G1JE5SB9F4142097
2018,15241574,SUBURBAN,PASSENGER OR SUBURBAN,Backing,Not Entered,West,Gas,2016,NY,1,4,JEEP,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Applicable,1C4NJRFB9GD672464
2018,15241575,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2014,NY,1,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5N1AT2MV3EC806784
2018,15241578,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,East,Gas,2007,NY,1,4,MAZDA,HUMAN,Backing Unsafely,ENVMT,Pavement Slippery,Not Applicable,JM1BK32G171660311
2018,15241579,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,West,Gas,2006,NY,0,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3N1CB51D96L597802
2018,15241581,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2003,NY,1,6,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTEHF21A730141166
2018,15241582,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Southeast,Gas,2003,NY,1,6,PONTI,HUMAN,Failure to Yield Right-of-Way,HUMAN,Turning Improperly,Not Applicable,1GMDU23E63D253549
2018,15241583,PICKUP TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,North,Gas,2009,NY,1,8,DODGE,HUMAN,Not Applicable,HUMAN,Traffic Control Device Disregarded,Not Applicable,1D3HV18T09S787677
2018,15241584,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2007,NY,3,6,HONDA,HUMAN,Not Applicable,HUMAN,Illness,Not Applicable,5FNRL38467B031790
2018,15241585,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2016,NY,1,4,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1G1ZH5SX4GF334944
2018,15241592,PICKUP TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,North,Gas,2009,NY,1,8,FORD,HUMAN,Not Applicable,HUMAN,Reaction to Other Uninvolved Vehicle,Not Applicable,1FTRX12W79FA31346
2018,15241595,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,1995,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Reaction to Other Uninvolved Vehicle,Not Applicable,JT2SK12E3S0321799
2018,15241596,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2017,NY,1,4,HYUND,HUMAN,Not Applicable,ENVMT,Obstruction/ Debris,Not Applicable,KM8J3CA20HU301445
2018,15241599,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2013,NY,1,6,CHEVR,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,2G1FA1E35D9137097
2018,15241600,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2004,NY,1,6,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2G1WW12E849283839
2018,15241606,SUBURBAN,PASSENGER OR SUBURBAN,Overtaking/Passing,Not Entered,North,Gas,2004,NY,1,8,CHEVR,HUMAN,Passing or Lane Usage Improper,HUMAN,Unsafe Speed,Not Applicable,1GNEK13T14R105537
2018,15241610,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2009,NY,1,4,PONTI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5Y2SM67079Z407019
2018,15241609,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Changing Lanes,Not Entered,West,Gas,2015,NY,1,4,TOYOT,HUMAN,Unsafe Lane Changing,ENVMT,View Obstructed/Limited,Not Applicable,4T1BF1FK8FU079520
2018,15241612,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,West,Gas,2014,NY,1,4,NISSA,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,1N4AL3AP5EC156555
2018,15241613,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2016,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2HKRM4H78GH695524
2018,15241614,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2007,NY,1,4,TOYOT,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,4T1BE46K37U686818
2018,15241618,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making U Turn,Not Entered,East,Gas,2014,NY,1,4,NISSA,HUMAN,Failure to Yield Right-of-Way,HUMAN,Unsafe Lane Changing,Not Applicable,1N4AL3AP4EC149273
2018,15241620,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2004,NY,1,4,HONDA,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Guide Rail - Not At End, Collision With Fixed Object",1HGEM22984L056498
2018,15241621,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,1998,NY,2,6,FORD,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1FTYR14U5WTA66885
2018,15241622,UTILITY,COMMERCIAL,Going Straight Ahead,Not Entered,North,Diesel,2004,NY,1,6,FREIG,HUMAN,Driver Inattention/Distraction*,HUMAN,Unsafe Speed,Not Applicable,4UZAAPBW74CM83966
2018,15241624,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2017,NY,1,4,ME/BE,HUMAN,Not Applicable,HUMAN,Passing or Lane Usage Improper,Not Applicable,WDDZF4KB4HA275247
2018,15241623,4 DOOR SEDAN,SPECIAL PASSENGER,Making Left Turn,Not Entered,South,Gas,2015,NY,1,8,ME/BE,HUMAN,Passing or Lane Usage Improper,HUMAN,Turning Improperly,Not Applicable,WDDUG8FB6FA164186
2018,15241626,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2013,NY,1,4,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FMCU9HXXDUB59335
2018,15241625,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2008,NY,1,6,SUBAR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,4S3BL856X84223145
2018,15241629,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2015,NY,1,4,HYUND,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,5NPE24AF3FH204281
2018,15241632,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2005,NY,3,8,DODGE,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1D4HB48N85F534116
2018,15241635,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,West,Gas,2015,NY,1,4,NISSA,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,KNMAT2MVXFP532563
2018,15241637,SUBURBAN,PASSENGER OR SUBURBAN,Overtaking/Passing,Not Entered,South,Gas,1999,NY,1,6,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1GNDT13W3X2151077
2018,15241644,BUS (OMNIBUS),OMNIBUS - REGULAR,Going Straight Ahead,Not Entered,East,Gas,2013,NY,2,8,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1GB3G2BG1D1163310
2018,15241643,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2001,NY,1,4,SUBAR,HUMAN,Failure to Yield Right-of-Way,HUMAN,Unsafe Speed,Not Applicable,4S3BH686317616474
2018,15241648,SUBURBAN,PASSENGER OR SUBURBAN,Entering Parked Position,Not Entered,West,Gas,2017,NY,2,6,INFIN,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5N1DL0MM4HC516261
2018,15241647,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2015,NY,1,4,JEEP,HUMAN,Not Applicable,HUMAN,Passing or Lane Usage Improper,Not Applicable,1C4NJDEB8FD340521
2018,15241650,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,East,Gas,2013,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,5NPEC4AC1DH789345
2018,15241649,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,East,Gas,2005,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Turning Improperly,Not Entered,4T1BE30K45U637823
2018,15241653,SUBURBAN,PASSENGER OR SUBURBAN,Overtaking/Passing,Not Entered,East,Gas,2017,NY,1,4,BUICK,HUMAN,Following Too Closely,HUMAN,Passing or Lane Usage Improper,Not Applicable,KL4CJASBXHB197395
2018,15241660,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Northeast,Gas,1997,NY,1,8,MERCU,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,1MELM62W2VH633631
2018,15241661,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Northeast,Gas,2010,NY,2,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTMBF4DV9A5018084
2018,15241664,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2015,NY,1,4,MAZDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JM1GJ1V65F1171554
2018,15241663,TRACTOR,INTERNATIONAL REGISTRATION,Changing Lanes,Not Entered,East,Diesel,2015,NY,1,6,FREIG,VEHICLE,Oversized Vehicle,ENVMT,View Obstructed/Limited,Not Applicable,1FUJGEBG0FLGN2286
2018,15241666,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2015,NY,2,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JN8AS5MV8FW768241
2018,15241670,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2018,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2T3BFREV1JW723692
2018,15241669,FLAT BED TRUCK,AGRICULTURAL TRUCK,Slowing or Stopping,Not Entered,West,Diesel,2004,NY,2,6,INTER,HUMAN,Not Applicable,HUMAN,Driver Inattention/Distraction*,Not Applicable,1HTMMAAM84H672539
2018,15241680,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,West,Gas,2003,NY,1,6,BUICK,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Entered,2G4WS52J131176860
2018,15241681,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,South,Gas,2010,NY,0,8,ME/BE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,WDDNG8GB2AA359021
